N°,1. Ley de Presupuesto: Subtítulo / Item / Asignación,24.01.134,,,,,,,,,,,,,,,,,,,,,,,
,2. Nombre Servicio o Programa,Programa de Desarrollo Empresarial en los Territorios,,,,,,,,,,,,,,,,,,,,,,,
,3. Observaciones,Operadores formalizados al 30 de septiembre del 2022,,,,,,,,,,,,,,,,,,,,,,,
,Nombre completo,Región,Centro ,Tipo de acto,Denominación de acto,Fecha de acto,Número de acto,Presupuesto Sercotec Primer Acuerdo de Desempeño ,Presupuesto Sercotec Segundo Acuerdo de Desempeño,Presupuesto Sercotec Tercer Acuerdo de Desempeño,Presupuesto Sercotec Cuarto Acuerdo de Desempeño,Presupuesto Sercotec Quinto Acuerdo de Desempeño,Presupuesto Sercotec Primer Acuerdo de Desempeño/Segundo Convenio,Presupuesto Sercotec Segundo Acuerdo de Desempeño/Segundo Convenio,Presupuesto Sercotec Tercer Acuerdo de Desempeño/Segundo Convenio,Monto con cargo Ley de Presupuesto año 2022,,,,,,,,,
1,Universidad de Tarapacá,01. XI-Arica y Parinacota,Arica Centro,Selección de Operador de Centro ,Selección ,07-sep-2015 / 01-sep-2020,No aplica,205655999,222047768,230861000,230861000,264151407,341967542,318418232,0,314274252,,,,,,,,,
2,Corporación de Desarrollo Social del Sector Rural,01. XI-Arica y Parinacota,Arica Norte,Selección de Operador de Centro ,Selección ,44138,No aplica,287566844,No aplica,No aplica,No aplica,No aplica,No aplica,No aplica,No aplica,,,,,,,,,,
3,Fundación para el Desarrollo Universidad de Tarapacá,02. I-Tarapacá,Iquique,Selección de Operador de Centro ,Selección ,42241,No aplica,291399809,263282575,286088254.2,286087958.459137,286038347,228086478,0,0,432423438,,,,,,,,,
4,Corporación Regional de Desarrollo Productivo de la Región de Tarapacá,02. I-Tarapacá,Iquique norte,Selección de Operador de Centro ,Selección ,21-julio-2021,No aplica,No aplica,No aplica,No aplica,No aplica,No aplica,342061130,No aplica,No aplica,,,,,,,,,,
5,Universidad Santo Tomás,02. I-Tarapacá,Iquique Sur,Selección de Operador de Centro ,Selección ,44278,No aplica,0,No aplica,No aplica,No aplica,No aplica,No aplica,No aplica,No aplica,,,,,,,,,,
6,Universidad Arturo Prat,02. I-Tarapacá,Tamarugal,Selección de Operador de Centro ,Selección ,09-12-2015 / 02-12-20120,No aplica,214571817,200525011,216371121,212077512,205086304,255984327,0,0,,,,,,,,,,
7,Corporación para el Desarrollo Productivo de la II Región (Cierre Operación),03. II-Antofagasta,Antofagasta,Selección de Operador de Centro ,Selección ,42191,No aplica,322702452,No aplica,No aplica,No aplica,No aplica,No aplica,No aplica,No aplica,770927259,,,,,,,,,
8,Corporación de Desarrollo Social del Sector Rural (Convenio Transitorio),03. II-Antofagasta,Antofagasta,Selección de Operador de Centro ,Selección ,42605,No aplica,143623270,No aplica,No aplica,No aplica,No aplica,No aplica,No aplica,No aplica,,,,,,,,,,
9,Universidad Tecnológica de Chile INACAP ,03. II-Antofagasta,Antofagasta,Selección de Operador de Centro ,Selección ,09-feb-2017/ 06-dic-2021,No aplica,276979585.48333335,276487701,274703626,302675235,0,0,0,0,,,,,,,,,,
10,Corporación INCUBA2,03. II-Antofagasta,Calama,Selección de Operador de Centro ,Selección ,42332,No aplica,193801898,181825039,No aplica,No aplica,No aplica,No aplica,No aplica,No aplica,,,,,,,,,,
11,Universidad Tecnológica de Chile INACAP ,03. II-Antofagasta,Calama,Selección de Operador de Centro ,Selección ,43049,No aplica,237796701,212955415,212955415,215689174,215685842,0,0,0,,,,,,,,,,
12,Instituto profesional AIEP,03. II-Antofagasta,San Pedro de Atacama,Selección de Operador de Centro ,Selección ,44253,No aplica,0,No aplica,No aplica,No aplica,No aplica,No aplica,No aplica,No aplica,,,,,,,,,,
13,Corporación para la Competitividad e Inovación de la Región de Atacama,04. III-Atacama,Copiapo,Selección de Operador de Centro ,Selección ,42191,No aplica,223387784,220766953,244705879.6,244825879.56,243672369,No aplica,No aplica,No aplica,590121452,,,,,,,,,
14,Corporación de Desarrollo Social del Sector Rural,04. III-Atacama,Copiapo,Selección de Operador de Centro ,Selección ,43977,No aplica,No aplica,No aplica,No aplica,No aplica,No aplica,409537208,404936877,354505140,,,,,,,,,,
15,Corporación de Desarrollo Social del Sector Rural,04. III-Atacama,Vallenar,Selección de Operador de Centro ,Selección ,06-jul-2015 / 26-may-2020,No aplica,195622907,162195479,193153144.32067358,182692600.76556,182692601,328573378,323965684,287776380,,,,,,,,,,
16,Universidad Santo Tomás,05. IV-Coquimbo,Coquimbo,Selección de Operador de Centro ,Selección ,44221,No aplica,287603497,No aplica,No aplica,No aplica,No aplica,No aplica,No aplica,No aplica,761507887,,,,,,,,,
17,Corporación de Desarrollo Social del Sector Rural,05. IV-Coquimbo,Illapel,Selección de Operador de Centro ,Selección ,20-dic-2016 / 31-ago-2021,No aplica,234915366,214759212,214759212,214759212,214759211.80676013,214759212,0,0,,,,,,,,,,
18,Corporación de Desarrollo Social del Sector Rural,05. IV-Coquimbo,La Serena,Selección de Operador de Centro ,Selección ,06-jul-2015 / 26-may-2020,No aplica,254934603,235080646,244449886.17999998,244449300.88569993,244449300.70763102,359858568,350886297,309476880,,,,,,,,,,
19,Corporación de Desarrollo Social del Sector Rural,05. IV-Coquimbo,Ovalle,Selección de Operador de Centro ,Selección ,24-nov-2015/25-sep-2020,No aplica,206810961,188396778,215220480,215219316.851455,215219317,314836310,0,0,,,,,,,,,,
20,Pontificia Universidad Católica de Valparaíso,06. V-Valparaíso,Aconcagua,Selección de Operador de Centro ,Selección ,42788,No aplica,291205537,268307491,267691505,256802346,220822265,0,0,0,1456313015,,,,,,,,,
21,Corporación Construyendo mis Sueños,06. V-Valparaíso,Aconcagua,Selección de Operador de Centro ,Selección ,44557,No aplica,No aplica,No aplica,No aplica,No aplica,No aplica,411248590,0,0,,,,,,,,,,
22,Corporación Construyendo mis Sueños,06. V-Valparaíso,Marga Marga,Selección de Operador de Centro ,Selección ,44217,No aplica,303924271,No aplica,No aplica,No aplica,No aplica,No aplica,No aplica,No aplica,,,,,,,,,,
23,Pontificia Universidad Católica de Valparaíso,06. V-Valparaíso,Quillota,Selección de Operador de Centro ,Selección ,42191,No aplica,284896846,258643271,270410142.85714287,272455964.0833333,404116612,No aplica,No aplica,No aplica,,,,,,,,,,
24,Instituto profesional AIEP,06. V-Valparaíso,Quillota,Selección de Operador de Centro ,Selección ,44454,No aplica,No aplica,No aplica,No aplica,No aplica,No aplica,358904039,328404040,0,,,,,,,,,,
25,Corporación de Desarrollo Social del Sector Rural,06. V-Valparaíso,Rapa Nui,Selección de Operador de Centro ,Selección ,43784,No aplica,202170936,189418866,0,0,0,0,0,0,,,,,,,,,,
26,Universidad de Valparaíso,06. V-Valparaíso,San Antonio,Selección de Operador de Centro ,Selección ,42347,No aplica,142662309,172302311,188766069,188766068.82399997,178870738,No aplica,No aplica,No aplica,,,,,,,,,,
27,Cámara Regional de Comercio y la Producción de Valparaíso A.G.,06. V-Valparaíso,San Antonio,Selección de Operador de Centro ,Selección ,44488,No aplica,No aplica,No aplica,No aplica,No aplica,No aplica,257556332,244711278,0,,,,,,,,,,
28,Cámara Regional de Comercio y la Producción de Valparaíso A.G.,06. V-Valparaíso,Valparaiso,Selección de Operador de Centro ,Selección ,06-jul-2015/10-ago-2020,No aplica,351984828,319545896,356866563,356866563.38744646,427729310,314880114,257112015,0,,,,,,,,,,
29,Cámara Regional de Comercio y la Producción de Valparaíso A.G.,06. V-Valparaíso,Viña del mar,Selección de Operador de Centro ,Selección ,44183,No aplica,333513138,No aplica,No aplica,No aplica,No aplica,No aplica,No aplica,No aplica,,,,,,,,,,
30,Corporación de Desarrollo Social del Sector Rural,07. RM-Metropolitana,Cerrillos,Selección de Operador de Centro ,Selección ,44279,No aplica,0,No aplica,No aplica,No aplica,No aplica,No aplica,No aplica,No aplica,3635941893,,,,,,,,,
31,Corporación Santiago Innova,07. RM-Metropolitana,Colina,Selección de Operador de Centro ,Selección ,25-ene-2017 - 24-nov-2021,No aplica,328868879.8,298031479,297957866,297751145,265340357,0,0,0,,,,,,,,,,
32,Corporación Construyendo mis Sueños,07. RM-Metropolitana,Estación Central,Selección de Operador de Centro ,Selección ,42684,No aplica,305716747,282398189,282398189,282398189,280223416,0,0,0,,,,,,,,,,
33,Universidad Central,07. RM-Metropolitana,Independencia ,Selección de Operador de Centro ,Selección ,23-oct-2015 / 26-oct-2020,No aplica,311213800,282551339,292234580,291844155.2,383189095,427600949,0,0,,,,,,,,,,
34,FUNDES Chile S.A.,07. RM-Metropolitana,La Florida,Selección de Operador de Centro ,Selección ,42332,No aplica,304880168,292380817,293105200,293105199.7922152,365359035,392555155,0,0,,,,,,,,,,
35,Corporación Santiago Innova,07. RM-Metropolitana,La Florida,Selección de Operador de Centro ,Selección ,44088,No aplica,No aplica,No aplica,No aplica,No aplica,No aplica,427021855,392555155,0,,,,,,,,,,
36,Corporación Construyendo Mis Sueños,07. RM-Metropolitana,Las Condes,Selección de Operador de Centro ,Selección ,42724,No aplica,318780365.316,288598809,303086258,288596255,288596255,280439140,0,0,,,,,,,,,,
37,Corporación Santiago Innova,07. RM-Metropolitana,Las Condes,Selección de Operador de Centro ,Selección ,44446,No aplica,No aplica,No aplica,No aplica,No aplica,No aplica,,No aplica,No aplica,,,,,,,,,,
38,Corporación Construyendo Mis Sueños,07. RM-Metropolitana,Maipú,Selección de Operador de Centro ,Selección ,20-dic-2016/28-sep-2021,No aplica,311922952,282922952,282922952,282922952,275617173,355379218,0,0,,,,,,,,,,
39,Corporación de Desarrollo Social del Sector Rural,07. RM-Metropolitana,Melipilla,Selección de Operador de Centro ,Selección ,07-ago-2015 / 26-may-2020,No aplica,257395861,250439191,276503681.95984197,276503682.082247,276523682,347433243,334907715,300420000,,,,,,,,,,
40,Fundes Chile S.P.A.,07. RM-Metropolitana,Ñuñoa,Selección de Operador de Centro ,Selección ,42677,No aplica,328213873,299228872,299228168,299228168,299228168,382662374,0,0,,,,,,,,,,
41,Corporación Santiago Innova,07. RM-Metropolitana,Ñuñoa,Selección de Operador de Centro ,Selección ,44447,No aplica,No aplica,No aplica,No aplica,No aplica,No aplica,,No aplica,No aplica,,,,,,,,,,
42,Centro De Servicios Universidad Central de Chile S.A.,07. RM-Metropolitana,Pudahuel,Selección de Operador de Centro ,Selección ,25-ene-2017/ 16-dic-2021,No aplica,325580000.32484305,296459216,296452269,293861495,251786873,0,0,0,,,,,,,,,,
43,Centro De Servicios Universidad Central de Chile S.A.,07. RM-Metropolitana,Puente Alto,Selección de Operador de Centro ,Selección ,42794,No aplica,240619999.67927924,215487991,215478424,239556088,278775839,0,0,0,,,,,,,,,,
44,Corporación Santiago Innova,07. RM-Metropolitana,Puente Alto,Selección de Operador de Centro ,Selección ,44543,No aplica,,,,,,,,,,,,,,,,,,
45,Universidad Tecnológica de Chile INACAP,07. RM-Metropolitana,Quilicura,Selección de Operador de Centro ,Selección ,20-dic-2016/22-sep-2021,No aplica,237044353,215479781,215479781,215479779.29445112,203160855,0,0,0,,,,,,,,,,
46,Corporación Construyendo Mis Sueños,07. RM-Metropolitana,San Bernardo,Selección de Operador de Centro ,Selección ,07-ago-2015/31-ago2020,No aplica,324602673,264207601,284529035.31200004,284529035.30674,360280144,345208948,315188948,0,,,,,,,,,,
47,Corporación Santiago Innova,07. RM-Metropolitana,Santiago,Selección de Operador de Centro ,Selección ,07-ago-2015 / 23-oct-2020,No aplica,353540204,310117947,339642638.23999995,339590152.45632005,533332698,591621696,552721696,0,,,,,,,,,,
48,Corporación de Desarrollo Social del Sector Rural,07. RM-Metropolitana,Talagante,Selección de Operador de Centro ,Selección ,20-dic-2016/07-sep-2021,No aplica,233856064.5608753,196499165,196499165,235841153,220711022,298285594,0,0,,,,,,,,,,
49,Asesorías e Ingeniería Corporativa Limitada INGEPLUS,08. VI-O’Higgins,Rancagua,Selección de Operador de Centro ,Selección ,42332,No aplica,295153708,276135394,287062698,339824735,279354157,No aplica,No aplica,No aplica,750996179,,,,,,,,,
50,Instituto profesional AIEP,08. VI-O’Higgins,Rancagua,Selección de Operador de Centro ,Selección ,44119,No aplica,No aplica,No aplica,No aplica,No aplica,No aplica,328754989,0,0,,,,,,,,,,
51,Universidad Tecnológica de Chile INACAP,08. VI-O’Higgins,San Fernando,Selección de Operador de Centro ,Selección ,20-dic-2016/02/sep-2021,No aplica,318249522.2513333,288358998,288358998,335915281,318769317,359000087,0,0,,,,,,,,,,
52,"Consultorías, Asesorías y Eventos Francisco Javier Arenas Hernandez EIRL",08. VI-O’Higgins,Santa Cruz,Selección de Operador de Centro ,Selección ,42223,No aplica,307004814,246985429,265103532.1,223432605.27073,324934440,No aplica,No aplica,No aplica,,,,,,,,,,
53,Universidad Santo Tomás,08. VI-O’Higgins,Santa Cruz,Selección de Operador de Centro ,Selección ,44062,No aplica,No aplica,No aplica,No aplica,No aplica,No aplica,345832299,0,0,,,,,,,,,,
54,Universidad Católica del Maule,09. VII-Maule,Cauquenes,Selección de Operador de Centro ,Selección ,42261,No aplica,Recursos FNDR,Recursos FNDR,Recursos FNDR,Recursos FNDR,No aplica,No aplica,No aplica,No aplica,930205941,,,,,,,,,
55,Universidad Santo Tomás,09. VII-Maule,Constitución,Selección de Operador de Centro ,Selección ,44225,No aplica,230410014,No aplica,No aplica,No aplica,No aplica,No aplica,No aplica,No aplica,,,,,,,,,,
56,Universidad Tecnológica de Chile INACAP,09. VII-Maule,Curico,Selección de Operador de Centro ,Selección ,24-nov-2015/30-sep-2020,No aplica,210852881,222308437,222308437,222308436.64845198,241915974,349768301,351622032,0,,,,,,,,,,
57,Universidad Santo Tomás,09. VII-Maule,Linares,Selección de Operador de Centro ,Selección ,03-nov-2016/ 23-sep-2021,No aplica,200599798,203766999,214737000,363767000,335000000,0,0,0,,,,,,,,,,
58,Asesorías e Ingeniería Corporativa Limitada INGEPLUS,09. VII-Maule,Talca,Selección de Operador de Centro ,Selección ,42223,No aplica,301545621,277195159,284354156.8263467,279354157.0098167,278354157.02804,No aplica,No aplica,No aplica,,,,,,,,,,
59,Corporación de Desarrollo Social del Sector Rural,09. VII-Maule,Talca,Selección de Operador de Centro ,Selección ,43977,No aplica,No aplica,No aplica,No aplica,No aplica,No aplica,359538290,327908552,287938440,,,,,,,,,,
60,Corparauco,10. VIII-Biobio,Cañete,Selección de Operador de Centro ,Selección ,06-jul-2015/28-ago-2020,No aplica,161766873,171784557,178739910,178467150.55416667,192856453,278000391,254877817,0,762945649,,,,,,,,,
61,Fundación Technoserve Chile,10. VIII-Biobio,Concepción,Selección de Operador de Centro ,Selección ,42684,No aplica,401068191,369725722,365379142,365278695,344753614,392463457,0,0,,,,,,,,,,
62,Corporación Santiago Innova,10. VIII-Biobio,Concepción,Selección de Operador de Centro ,Selección ,44462,No aplica,No aplica,No aplica,No aplica,No aplica,No aplica,,No aplica,No aplica,,,,,,,,,,
63,Universiddad de Concepción,10. VIII-Biobio,Los Angeles,Selección de Operador de Centro ,Selección ,42332,No aplica,193219849,202690563,216000000,216000000.2,216000000,No aplica,No aplica,No aplica,,,,,,,,,,
64,Corporación de Desarrollo Social del Sector Rural,10. VIII-Biobio,Los Ángeles,Selección de Operador de Centro ,Selección ,44104,No aplica,No aplica,No aplica,No aplica,No aplica,No aplica,293978863,268978863,0,,,,,,,,,,
65,Corporación de Desarrollo Social del Sector Rural,10. VIII-Biobio,Talcahuano,Selección de Operador de Centro ,Selección ,44119,No aplica,252825506,No aplica,No aplica,No aplica,No aplica,No aplica,No aplica,No aplica,,,,,,,,,,
66,Corporación de Desarrollo Social del Sector Rural,10. VIII-Ñuble,Chillán,Selección de Operador de Centro ,Selección ,06-jul-2015 / 26-may-2020,No aplica,237363476,226628121,251810112.8,245788029.7,245773030,335179875,319021755,266593500,223121422,,,,,,,,,
67,Universidad Arturo Prat,11. IX-Araucanía,Angol,Selección de Operador de Centro ,Selección ,42223,No aplica,175547762,190597364,188136581.1,187536580.91353238,228887781,No aplica,No aplica,No aplica,803198971,,,,,,,,,
68,CFT Teodoro Wickel,11. IX-Araucanía,Angol,Selección de Operador de Centro ,Selección ,44061,No aplica,No aplica,No aplica,No aplica,No aplica,No aplica,339478352,313153864,0,,,,,,,,,,
69,Universidad catolica de Temuco,11. IX-Araucanía,Inakeyu,Selección de Operador de Centro ,Selección ,43709,No aplica,388654560,317095600,348590000,0,0,0,0,0,,,,,,,,,,
70,Universidad de la Frontera,11. IX-Araucanía,Temuco,Selección de Operador de Centro ,Selección ,07-ago-2015/10-ago-2020,No aplica,277658546,287230665,286376549.95600003,282762550,329339484,392755430,361303350,314157750,,,,,,,,,,
71,Universidad de la Frontera,11. IX-Araucanía,Villarrica,Selección de Operador de Centro ,Selección ,42677,No aplica,240939004.1,215941900,215924181,248820745,218302070,253626922,259171944,0,,,,,,,,,,
72,Universidad Austral de Chile,12. XIV-Los Ríos,Del Ranco,Selección de Operador de Centro ,Selección ,25-ago-2015/28-ago-2020,No aplica,193177468,204340254,205819550,205869549.74519998,240445212,315139655,290531987,0,341078683,,,,,,,,,
73,Universidad Austral de Chile,12. XIV-Los Ríos,Valdivia,Selección de Operador de Centro ,Selección ,25-ago-2015/28-ago-2021,No aplica,279565686,274417551,298231708,297721247.17600596,298221247,424764873,398712522,0,,,,,,,,,,
74,Fundación de Desarrollo Educacional y Tecnológico La Araucanía,13. X-Los Lagos,Chiloé,Selección de Operador de Centro ,Selección ,28-Feb-17 / 4-ene-2022,No aplica,328971318,299962160,299022069,380729589,376120576,422747350,0,0,848985341,,,,,,,,,
75,Corporación de Desarrollo Social del Sector Rural,13. X-Los Lagos,Osorno,Selección de Operador de Centro ,Selección ,14-sep-2015/31-ago-2020,No aplica,214693790,202519577,203209835,203209554.29418403,238426455,321785419,0,0,,,,,,,,,,
76,Universidad Austral de Chile,13. X-Los Lagos,Puerto Montt,Selección de Operador de Centro ,Selección ,42254,No aplica,272642219,293225880,265038524,265038521.942,271943151,No aplica,No aplica,No aplica,,,,,,,,,,
77,Fundación de Desarrollo Educacional y Tecnológico La Araucanía FUDEA-UFRO,13. X-Los Lagos,Puerto Montt,Selección de Operador de Centro ,Selección ,44103,No aplica,No aplica,No aplica,No aplica,No aplica,No aplica,402454579,373038149,0,,,,,,,,,,
78,Instituto profesional AIEP,13. X-Los Lagos,Puerto Varas,Selección de Operador de Centro ,Selección ,44183,No aplica,0,No aplica,No aplica,No aplica,No aplica,No aplica,No aplica,No aplica,,,,,,,,,,
79,Universidad Tecnológica de Chile INACAP,14. XI-Aysén,Aysén,Selección de Operador de Centro ,Selección ,06-jul-2015/21-sep-2020,No aplica,184777897,206457456,206457456.078853,206457455.7156833,293145535,279447291,262345661,0,569075026,,,,,,,,,
80,Universidad Tecnológica de Chile INACAP,14. XI-Aysén,Coyhaique,Selección de Operador de Centro ,Selección ,06-jul-2015/13-ago-2020,No aplica,278631148,282343374,282343374.32828265,281682223.453774,337177744,373137676,0,0,,,,,,,,,,
81,Universidad Tecnológica de Chile INACAP,15. XII-Magallanes,Puerto Natales,Selección de Operador de Centro ,Selección ,07-ago-2015-28-ago-2020,No aplica,160382250,192594150,192440791.268,192440790.88,205402739,260345474,239440583,0,378981919,,,,,,,,,
82,Universidad de Magallanes,15. XII-Magallanes,Punta Arenas,Selección de Operador de Centro ,Selección ,42241,No aplica,255454939,245799721,266395328,266395328.4,290196148,No aplica,No aplica,No aplica,,,,,,,,,,
83,Universidad Tecnológica de Chile INACAP,15. XII-Magallanes,Punta Arenas,Selección de Operador de Centro ,Selección ,44096,No aplica,No aplica,No aplica,No aplica,No aplica,No aplica,399437473,0,0,,,,,,,,,,
,Soporte Centros y Servicios Virtuales,No aplica,No aplica,No aplica,No aplica,No aplica,No aplica,No aplica,No aplica,No aplica,No aplica,No Aplica,No Aplica,No Aplica,No aplica,63752179,,,,,,,,,
